id,damana,espanol,estado,fuente
lfb_MLY_p019_s006,"Ja naimtʉjka mʉlame mashún nantkurrerru, nainguashisha awazhʉnga, ñingui azhi nʉnka neka awega.","Si no hacemos algo rápido, las emociones nos pueden controlar, y eso sería muy malo.",aprobado,lfb oraciones
lfb_MLY_p019_s007,"Abelga Jehová bʉgui ugunga nanantka memé nunkuame zumé nekantka, memé nʉname Jehovága zhigʉntunshʉn nukuʉnka.","Abel quería mucho a Jehová y se portó bien, así que Jehová siempre lo recordará.",aprobado,lfb oraciones
lfb_MLY_p019_s008,Kunkujshinaga Abel kujpinsha awʉnka ima kangʉma zukuega zhitunsha awanshkʉ.,Dios le devolverá la vida cuando convierta la Tierra en un paraíso.,aprobado,lfb oraciones
lfb_MLY_p019_s009,Zhishizha: ¿Inzhina zhiganuka nanantka kʉskʉnangui moa gʉmtshina kakʉneka ukua Adán Eva?,Preguntas: ¿Cómo se llamaban los primeros dos hijos de Adán y Eva?,aprobado,lfb oraciones
lfb_MLY_p019_s010,¿Inzhué nunkuame Caínga guaga awantka anzhʉduga?,¿Por qué mató Caín a su hermano?,aprobado,lfb oraciones
lfb_MLY_p020_s001,"Dzuia anzhakʉjsi nekuai, bʉgui shka kuaguma awantka kangʉmamba.","Con el tiempo, hubo mucha gente en la Tierra.",aprobado,lfb oraciones
lfb_MLY_p020_s002,Bʉgui wandua nʉnka dzinanantka.,La mayoría eran malos.,aprobado,lfb oraciones
lfb_MLY_p020_s003,Nʉnka ángelndzinangua azhi nʉnka zhintshijtuna awantka.,Hasta algunos ángeles se hicieron malos.,aprobado,lfb oraciones
lfb_MLY_p020_s004,"Katshijkiamakamdzi dziuna, kangʉmamba tshijkuaiega.","Dejaron el cielo, donde vivían, y bajaron a la Tierra.",aprobado,lfb oraciones
lfb_MLY_p020_s005,¿Mʉgʉntsha ñi awega?,¿Sabes para qué?,aprobado,lfb oraciones
lfb_MLY_p020_s006,Terruandzinaie dzinanega ingui menawin andzinguga awega.,Para poder tener cuerpos de hombres y casarse con mujeres.,aprobado,lfb oraciones
lfb_MLY_p020_s007,Mema ángelndzina gʉmtshina kakʉneka awantka menandzinawin.,Los ángeles tuvieron hijos con las mujeres.,aprobado,lfb oraciones
lfb_MLY_p020_s008,"Mema gʉmtshinandzina dʉma kakʉnʉnka dzineka ingui wandua nʉnka zhintshijtuna, memé shkandzina wandua dzuka nanantka.","Esos hijos se hicieron muy fuertes y violentos al crecer, y le hacían daño a la gente.",aprobado,lfb oraciones
lfb_MLY_p020_s009,Jehovága mashuñí awantka meménguazi zhanekʉn nukuega.,Jehová no podía dejar que eso siguiera pasando.,aprobado,lfb oraciones
lfb_MLY_p020_s010,"Memé nunkuame dzui ʉnkanguga ukuemdzi kangʉmamba bʉgui dziwa nekʉn guashisha, shka azhi nʉnkandzina iʉl asisa awega.","Así que decidió destruir a los malos trayendo un diluvio, una lluvia muy fuerte que llenó de agua toda la Tierra.",aprobado,lfb oraciones
lfb_MLY_p020_s011,Ukuashkʉ awa nanantka shkua terrua zumé nʉnka Jehová ugunga. Zhiganuka Noé.,Pero había un hombre que era diferente porque amaba a Jehová.,revisar,lfb oraciones
lfb_MLY_p020_s013,"Kʉnʉnka nanantka shkua mena ingui maigua gʉmtshina: Zhiganuka Sem, Cam ingui Jafet.","Se llamaba Noé. Tenía una esposa y tres hijos: Sem, Cam y Jafet.",aprobado,lfb oraciones
lfb_MLY_p020_s014,Maiguangui mena kʉnʉnkandzina nanantka.,Cada hijo tenía su esposa.,aprobado,lfb oraciones
lfb_MLY_p020_s015,"Jehovága Noé kaia shkua arca go awega, kʉn gogumantka nanʉnka dziwa bʉgui nekuwanshkʉ dziramba mʉjtún nanuai.","Jehová le mandó a Noé construir un arca, que era una gran caja de madera que podía flotar en el agua.",aprobado,lfb oraciones
lfb_MLY_p020_s016,"Memé, Noé nanzhe kawandzinawin nʉnkua dzinekʉnka.","Así, Noé y su familia podrían sobrevivir al Diluvio.",aprobado,lfb oraciones
lfb_MLY_p020_s017,"Ukuemdzi, Jehovága kaia mʉjtsha awega arkarga bʉgui zhigawigandzina ijkua awega.","Además, Jehová le mandó meter en el arca muchos animales para que también se salvaran.",aprobado,lfb oraciones
lfb_MLY_p020_s018,Noéga ampʉjkangui arca gaumpana awantka.,Noé se puso a construir el arca enseguida.,aprobado,lfb oraciones
lfb_MLY_p020_s019,"Na ingui nanzhe kawandzinawin mema dzingo awega 50 kʉgi dzinukuantka, dzingo awantka Jehovága uguia ukuai.","Él y su familia tardaron unos 50 años en construirla, y la hicieron como Jehová les dijo.",aprobado,lfb oraciones
lfb_MLY_p020_s020,"Mema dzingawuʉn nukuashkʉ Noéga uguia awantka shkandzinaga dziwa bʉgui nekʉnka, ukuashkʉ nenegangua tujkuñí awantka.","Durante esos años, Noé avisó a la gente de que iba a venir el Diluvio, pero nadie le hizo caso.",aprobado,lfb oraciones
lfb_MLY_p020_s021,Dzuia kinkumá arkarga mʉjta awega. ¿Mʉgʉntunʉnegi mimtu ukuemdzi ñi zhanekantka?,Por fin llegó el momento de entrar en el arca.,revisar,lfb oraciones
lfb_MLY_p020_s023,Zhishizha: ¿Inzhué nunkuame Jehovága dziwa bʉgui nekʉn guashishantka? ¿Ñi nekʉn kaiantka Jehovága Noé?,¿Quieres saber qué pasó después?,revisar,lfb oraciones
lfb_MLY_p022_s001,Ambigua shka tshijkuampana ingui kangʉma ʉmpʉjsimba,Ocho personas comienzan un mundo nuevo,aprobado,lfb oraciones
lfb_MLY_p022_s002,"Noé, nanzhe kawandzinawin ingui zhigawigandzinawin dzimta awantka arkarga.","Noé, su familia y los animales entraron en el arca.",aprobado,lfb oraciones
lfb_MLY_p022_s003,"Jehovága puerta gumakʉndza ukuashkʉ, dziwa nekumpana awantka.","Jehová cerró la puerta, y empezó a llover.",aprobado,lfb oraciones
lfb_MLY_p022_s004,Dziwa bʉgui nekuashkʉ arca mandaka indzá nekumpanantka.,Llovió tanto que el arca comenzó a flotar.,aprobado,lfb oraciones
lfb_MLY_p022_s005,"Gawi gawi, kangʉma kʉ kʉnzhʉnai dziraki kut nekantka. Kʉ shka azhi nʉnkandzina arkarga dzimtuñí ukua kʉ dziwidantka.","Poco a poco, laTierra entera quedó cubierta de agua.Toda la gente mala se quedó fuera del arca y murió.",revisar,lfb oraciones
lfb_MLY_p022_s007,"Ukuashkʉ Noé nanzhe kawandzinawin memé kakinzhanuñí awantka, ijkʉna arkarga dzimta ukuame.",Pero a Noé y su familia no les pasó nada porque estaban dentro del arca.,aprobado,lfb oraciones
lfb_MLY_p022_s008,¿Uguana mau inzhina zen zhigaguazhi dzinukuantka Jehová kʉzhindzintujkua ukuatʉjka?,¿Te imaginas qué contentos se sentirían por haber obedecido a Jehová?,aprobado,lfb oraciones
lfb_MLY_p022_s009,"Bʉgui dziwa nekantka 40 dzuia ingui 40 shia, ukuemdzi dziwa nekasaná.","Llovió muchísimo por 40 días y 40 noches, y luego paró.",aprobado,lfb oraciones
lfb_MLY_p022_s010,Dzuia anzhakʉjsi nekuai dzira zhiuna awantka.,"Con el paso del tiempo, el nivel del agua bajó.",aprobado,lfb oraciones
lfb_MLY_p022_s011,Ukuashkʉ arca makuma awantka shimurruangʉnamba.,"Al final, el arca se quedó quieta encima de una montaña.",aprobado,lfb oraciones
lfb_MLY_p022_s012,"Bʉgui dzira ujkunarga awa nunkuame, Noé ingui nanzhe kawandzinawin antshijtunawí nanantka arkambamdzi.","Pero, como todavía había mucha agua fuera, Noé y su familia no pudieron salir del arca por un tiempo.",aprobado,lfb oraciones
lfb_MLY_p022_s013,Dzuia anzhakʉjsi nekuai dzira janʉn nukuantka.,"Los días fueron pasando, y el agua se fue secando.",aprobado,lfb oraciones
lfb_MLY_p022_s014,Noé nanzhe kawandzinawin arkarga dzinukuantka inkuijkʉgi.,"En total, Noé y su familia estuvieron dentro del arca más de un año.",aprobado,lfb oraciones
lfb_MLY_p022_s015,"Ukuemdzi, Jehovága kakaia awantka antshijtuna awega.",Entonces Jehová les dijo que podían salir.,revisar,lfb oraciones
lfb_MLY_p022_s016,¡Kʉ gatuantka kangʉma ʉmpʉjsi nʉnkaie!,¡Todo parecía un mundo nuevo!,aprobado,lfb oraciones
lfb_MLY_p022_s017,"Bʉgui zen zhigaguazhi dzinukuantka Jehovága ijkua ukuame, memé nunkuame ñingui Jehovága antshijkawa awantka.","Se sentían muy agradecidos porque Jehová los había salvado, así que le hicieron una ofrenda.",aprobado,lfb oraciones
lfb_MLY_p022_s018,"Jehovága anduna awantka mema ñingui antshijkawa ukua, memé nunkuame guaka awantka buiengua agʉñi memé asisún nanga kʉ kangʉmamba kuaga dziwa bʉgui neshiwin.","A Jehová le gustó esa ofrenda, y prometió que jamás volvería a destruir lo que hay sobre la Tierra con un diluvio como ese.",aprobado,lfb oraciones
lfb_MLY_p022_s019,"Mema guaka ukuemdzi mema kʉnzhakujtshʉnka guashi, guashisha awantka atuna awega shkua kumesa katshijkiamaka buiengua atununtka nunkuá.","Como señal de esa promesa, hizo que saliera un arcoíris en el cielo por primera vez.",aprobado,lfb oraciones
lfb_MLY_p022_s020,¿Tua awamka nanu iwina zhʉnguashkʉ shkua kumesa?,¿Has visto alguna vez un arcoíris?,aprobado,lfb oraciones
lfb_MLY_p022_s021,Jehovága Noé nanzhe kawandzinawin kaia bʉgui gʉmtshina kakʉnanega ingui kangʉmamba kudusha awega.,"Además, Jehová les mandó a Noé y su familia que tuvieran hijos y llenaran la Tierra.",aprobado,lfb oraciones
lfb_MLY_p022_s022,Zhishizha: ¿Ñi zhanekantka Jehovága arca gumakʉndza ukuashkʉ?,Preguntas: ¿Qué pasó después que Jehová cerró la puerta del arca?,aprobado,lfb oraciones
lfb_MLY_p022_s023,Ingui kumesa tua aunkurrashkʉ ¿ñi zhigʉntunsha awazhingurra?,"Cuando veamos un arcoíris, ¿de qué debemos acordarnos?",aprobado,lfb oraciones
lfb_MLY_p024_s001,Bibliaga guaka bʉgui dziwa neka ukuemdzi makingʉma shka Kunkujshina kʉnduna dzinekantka.,La Biblia menciona a muy pocas personas que sirvieron a Dios durante los años posteriores al Diluvio.,aprobado,lfb oraciones
lfb_MLY_p024_s002,"Memamba nukuantka ingui terrua Abrahán zhiganuka, Jehovánzhe kawa nanantka.","Entre ellas estaba Abrahán, a quien se le conoció como amigo de Jehová.",aprobado,lfb oraciones
lfb_MLY_p024_s003,Shindza aunkurra inzhué nunkuame Kunkujshinanzhe kawa zhiganukuantka.,Aprenderemos por qué se le llamó así.,revisar,lfb oraciones
lfb_MLY_p024_s004,"Gʉmtshina mʉkawa nʉnerru, anguneka ushi tua awega Jehovága bʉgui ugunga nʉnka ingui angunekʉnegi amtʉjka.","Si usted tiene hijos, ayúdelos a ver que Jehová se interesa en cada uno de ellos y quiere ayudarlos.",aprobado,lfb oraciones
lfb_MLY_p024_s005,"Abrahán Lot ingui Jacobie, nawigangua Jehovága ashizha awazhingurra nainguneka awega, we uguanunkurra ñingui naka guaka awantka kʉnzhakujtsha awʉnka.","Al igual que Abrahán y otros siervos fieles, como Lot y Jacob, podemos pedirle a Jehová con toda libertad que nos ayude, confiando en que él cumplirá todas sus promesas.",aprobado,lfb oraciones
lfb_MLY_p025_s001,SHIZHAKʉNDZIGA BʉGUI ANZHʉNGANDZINA ˛ Neka aunkurra kʉ Jehovága naishizha uka.,"˛ Hagamos todo lo que Jehová nos pida, aunque no sea fácil.",revisar,lfb oraciones
lfb_MLY_p025_s003,˛ Jehovánzhe kawa neka awega agʉñi bʉgui anzhʉnga nʉnka.,˛ Ser amigo de Jehová es lo más importante.,aprobado,lfb oraciones
lfb_MLY_p025_s004,˛ Jehovága andunga ʉnduandzina kameda awega ingui kʉ nʉnkawin zumé nukuega.,˛ Jehová quiere que perdonemos a los demás y hagamos las paces,aprobado,lfb oraciones
lfb_MLY_p026_s001,Torre Babelnzhe,LaTorre de Babel,revisar,lfb oraciones
lfb_MLY_p026_s002,"Bʉgui dziwa neka ukuemdzi, Noénzhe gʉmtshinandzina ingui ijkʉnanzhe menandzinawin bʉgui gʉmtshina kakʉnanantka.","Después del Diluvio, los hijos de Noé y sus esposas tuvieron muchos hijos.",aprobado,lfb oraciones
lfb_MLY_p026_s003,"Ijkʉnanzhe kawa bʉgui zhineka awantka ukuemdzi tshijkuan naia awantka kʉnkua ʉnduarga, Jehovága kakaia ukuaie.","Sus familias crecieron y se fueron a vivir a diferentes lugares de la Tierra, como Jehová les había mandado.",aprobado,lfb oraciones
lfb_MLY_p026_s004,Ukuashkʉ nʉnka kawandzina Jehová kʉzhintujkuñí dzinekantka.,Pero algunas familias no obedecieron a Jehová.,aprobado,lfb oraciones
lfb_MLY_p026_s005,Dzinguaka: “Umba makuma aunkurra go ukuzhi bʉgui urraga ingui shkua torre go aunkurra katshijkiamaka ijtuna. Memé nekunkurrerru bʉgui anzhʉnga nanunkurra”.,Dijeron: “Quedémonos aquí y construyamos una ciudad y una torre que llegue hasta los cielos.,revisar,lfb oraciones
lfb_MLY_p026_s007,"“Kʉ nʉnka agʉñi zhigunga zhiunantka nanʉnka, awashkʉ zhiunantka zhigunga jina awuʉnka” (Lucas 18:14).",Así nos haremos famosos”. “Todo el que se engrandece,revisar,lfb oraciones
lfb_MLY_p027_s001,"Jehovága andunuñí awantka mema dzinekʉnukua, memé nunkuame guashishuñí awantka dzingawi arguʉn nukuega.","A Jehová no le gustó lo que estaban haciendo, por eso los detuvo.",revisar,lfb oraciones
lfb_MLY_p027_s002,¿Mʉgʉntsha inzhina?,¿Sabes cómo?,aprobado,lfb oraciones
lfb_MLY_p027_s003,Guashisha awantka bʉgui gʉgiamba dzashe awega.,Hizo que de repente hablaran en idiomas diferentes.,aprobado,lfb oraciones
lfb_MLY_p027_s004,"Shkandzinaga zhigate ijkʉna tshijkuʉieku Babel, guashi nʉnka “Ijkʉnanguazi dzashekua dzantujkún nanantka”.","La gente llamó a aquella ciudad Babel, que significa “confusión”.",revisar,lfb oraciones
lfb_MLY_p027_s005,"Dzantujkuawí nunkuambarru, dzimasha awantka torre dzingawi ukuemdzi dzinaia awantka ʉnduarga tshijkuan.","Como ya no podían entenderse, detuvieron la construcción y empezaron a irse de allí para vivir en otras partes de la Tierra.",aprobado,lfb oraciones
lfb_MLY_p027_s006,Dzinaia ukuarga wandua dzineshi dzinaiʉn nukuantka.,Pero siguieron haciendo cosas malas en los lugares adonde fueron.,aprobado,lfb oraciones
lfb_MLY_p027_s007,¿Uguana mau nenenguazi awa nanantka Jehová ugunga?,¿Crees que habría alguien que todavía amara a Jehová?,aprobado,lfb oraciones
lfb_MLY_p027_s008,Tua aunkurra ʉndua capitulumba.,Lo veremos en el próximo capítulo.,aprobado,lfb oraciones
lfb_MLY_p028_s001,Abrahán Sarawin Kunkujshina kʉzhintujkua dzuka,Abrahán y Sara obedecen a Dios,aprobado,lfb oraciones
lfb_MLY_p028_s002,Babel kushamke awa nanantka shka kuagʉrga zhiganuka Ur.,"No muy lejos de Babel había otra ciudad, que se llamaba Ur.",aprobado,lfb oraciones
lfb_MLY_p028_s003,"Shka mimi zhanandzina Jehová kʉndununtka dzinanantka, ʉndua kunkujshinandzina gagunga dzinanantka.","Allí la gente no adoraba a Jehová, sino a muchos otros dioses. Pero había un hombre en Ur que sí adoraba a Jehová, su nombre era Abrahán.",revisar,lfb oraciones
lfb_MLY_p028_s004,"Ukuashkʉ awa nanantka shkua terrua Urka Jehová ugunga nanantka, na zhiganuka nanantka Abrahán.","Jehová le dijo a Abrahán: “Deja tu casa y a tus familiares, y ve al lugar que yo te mostraré”.",aprobado,lfb oraciones
lfb_MLY_p028_s005,"Jehovága Abrahán kaia: “Masha ushi manzhe urraga ingui manzhe kawandzina, kaiarru naia ushi raga mʉjtushisha awʉnga bigu mʉnaiʉnka”.","Luego, Dios le prometió: “Te convertirás en una gran nación. Y por medio de ti haré cosas buenas para la gente de toda la Tierra”.",aprobado,lfb oraciones
lfb_MLY_p028_s006,"Ukuemdzi, Kunkujshinaga kaia: “Bʉgui zhineka mawʉnka.","Abrahán no sabía adónde lo quería enviar Jehová, pero confiaba en él.",aprobado,lfb oraciones
lfb_MLY_p028_s007,Mambamdzi ñingui kʉ zukuega kʉnzhakujtsha awʉnga shka kʉ nʉnka kangʉmamba zhanandzinanzhe”.,"Abrahán; su esposa, Sara; su padre, Taré, y su sobrino Lot obedecieron a Dios.",aprobado,lfb oraciones
lfb_MLY_p028_s008,"Abrahánga gʉntshujkún nanantka Jehovága bimʉna angashʉnka, ukuashkʉ namba we zhigunga nanantka. Abrahán, nanzhe mena Sara,",Prepararon sus cosas y empezaron el largo viaje.,revisar,lfb oraciones
lfb_MLY_p029_s002,Shezhingo dzukuemdzi dzinaia awantka nawʉrga. Abrahán 75 kʉgi kʉnzhʉnguashkʉ na ingui nanzhe kawandzinawin kinkuma dzawantka kangʉma Jehovága tua awega ugungueku.,Abrahán tenía 75 años cuando él y su familia llegaron a la tierra que Jehová quería que vieran.,aprobado,lfb oraciones
lfb_MLY_p029_s004,Meku zhiganuka nanantka Canaán.,El lugar se llamaba Canaán.,aprobado,lfb oraciones
lfb_MLY_p029_s005,"Mimi, Jehovága kaia: “Ima kangʉma tua aumʉnuka, kʉngui akawa awʉnga manzhe gʉmtshinandzinaga”.","Allí, Jehová le hizo esta promesa: “Toda esta tierra que ves, voy a dársela a tus hijos”.",aprobado,lfb oraciones
lfb_MLY_p029_s006,Ukuashkʉ Abrahán ingui Sara tʉna dzinanantka ingui gʉmtshina kakʉnanuntka.,Pero Abrahán y Sara ya eran mayores y no tenían hijos.,aprobado,lfb oraciones
lfb_MLY_p029_s007,Memé nʉnerru ¿Inzhina Jehovága kʉnzhakujtsha awʉnka mema kʉ uguia ukua?,Así que ¿cómo cumpliría Jehová su promesa?,aprobado,lfb oraciones
lfb_MLY_p029_s008,Zhishizha: ¿Ñi ashizha awantka Jehovága Abrahánga neka awega?,Preguntas: ¿Qué le pidió Jehová a Abrahán que hiciera?,aprobado,lfb oraciones
lfb_MLY_p029_s009,¿Ñi Jehovága akawʉnka kaia awantka Abrahán?,¿Qué le prometió Jehová a Abrahán?,aprobado,lfb oraciones
lfb_MLY_p029_s010,Génesis 11:29-12:9; Hechos 7:2-4; Gálatas 3:6; Hebreos 11:8.,Génesis 11:29-12:9; Hechos 7:2-4; Gálatas 3:6; Hebreos 11:8.,aprobado,lfb oraciones
lfb_MLY_p030_s001,¡Iwa shkua gʉmtshina kakʉneka! Abrahán ingui Sara bʉgui kʉgi angugantka tshijkuananantka.,Abrahán y Sara llevaban muchos años casados.,revisar,lfb oraciones
lfb_MLY_p030_s003,Dzimasha awantka urraga zukuega Urka kakʉnunkua ukuemdzi tshijkuan dzinaia awantka ingui urraga mʉkʉjsala gogumantka nukueku.,Habían dejado la buena casa que tenían en Ur para vivir en tiendas.,revisar,lfb oraciones
lfb_MLY_p030_s004,Ukuashkʉ Sara tshui zhiguazhi nukuñí awantka Jehovámba we zhigunga nunkuame.,Pero Sara no se quejaba porque confiaba en Jehová.,aprobado,lfb oraciones
lfb_MLY_p030_s005,"Saraga bʉgui andunga nanantka shkua gʉmtshina kʉnanega, Abrahán kaia: “Ia Agar ra iba nʉjkʉneka mawin shkua gʉmtshina kʉneka awerru ranzheie nanʉnka”.","Como Sara deseaba tanto tener un bebé, le dijo a Abrahán: “Si mi sierva Agar tiene un hijo contigo, será como si fuera mío”.",aprobado,lfb oraciones
lfb_MLY_p030_s006,"Ukuemdzi, Agar shkua gʉmtshina kʉneka ukua, zhindzigate awantka Ismael.","Con el tiempo, Agar tuvo un hijo, y le pusieron por nombre Ismael.",aprobado,lfb oraciones
lfb_MLY_p030_s007,"Bʉgui dzuia anzhagi ukuemdzi Abrahán 99 kʉgi kʉnzhʉnguashkʉ ingui Sara 89 kʉgi kʉnzhʉnguashkʉ, maigua shkandzinaga tuʉn naia awantka.","Mucho tiempo después, cuando Abrahán tenía 99 años y Sara 89, tres personas fueron a visitarlos.",aprobado,lfb oraciones
lfb_MLY_p030_s008,Abrahánga gunasha awantka ʉnkasesʉn naia awega kʉn wanamba ijkʉnawin zhaiega.,Abrahán los invitó a descansar debajo de un árbol y a quedarse a comer.,aprobado,lfb oraciones
lfb_MLY_p030_s009,¿Mʉgʉntsha nenendzina nanantka?,¿Sabes quiénes eran?,aprobado,lfb oraciones
lfb_MLY_p030_s010,Ángelndzina nanantka.,Eran ángeles.,aprobado,lfb oraciones
lfb_MLY_p030_s011,"Ijkʉnaka Abrahán kaia: “Mogi kʉgi nakʉnkamba, ma ingui manzhe menawin shkua gʉmtshina maijkʉnekʉnka”.","Ellos le dijeron a Abrahán: “El año que viene, tú y tu esposa tendrán un hijo”.",aprobado,lfb oraciones
lfb_MLY_p030_s012,"Saraga tujkuʉn nukuantka urragʉrgamdzi, mema tujkua ukuashkʉ, zhishima awantka guaka: “¿Nʉnai shkua gʉmtshina nʉjkʉnekʉnka imaki kʉgi nʉjkʉnzhʉnai?”.","Sara estaba escuchando dentro de la tienda y, al oírlos decir aquello, se rio para sus adentros y pensó: “¿De veras voy a tener un hijo a esta edad?”.",aprobado,lfb oraciones
lfb_MLY_p030_s013,"Kʉgi nakuamba, Sara shkua gʉmtshina kakʉjkuaguma, Jehovánzhe ángelga guaka ukuai kʉnzhaneká.","Al año siguiente, Sara tuvo un bebé, tal como el ángel de Jehová había prometido.",aprobado,lfb oraciones
lfb_MLY_p030_s014,"Abrahánga zhigate Isaac, guashi nʉnka “zhishima”.","Abrahán le puso por nombre Isaac, que significa “risa”.",aprobado,lfb oraciones
lfb_MLY_p031_s001,“Sara we zhiguanama kʉnʉnka nunkuame zhiso awantka dʉma Kunkujshinanzhe gʉmtshina kʉneka awega [...],"“Por la fe, Sara también recibió poder para concebir descendencia [...]",revisar,lfb oraciones
